id,label,PC1,PC2
iB_16809,1,-5.5279036,-2.0994577
iB_01536,1,-8.00513,1.0424801
iB_08873,1,-6.6303854,2.7957187
iB_01534,1,-7.4574575,2.2372367
iB_15197,1,-6.404742,-2.3918424
iB_00979,1,-6.5181456,1.5413252
iB_14217,1,-6.6531863,3.2442455
iB_03766,1,-7.5394278,1.7232919
iB_03780,1,-7.032653,1.0319778
iB_14963,1,-5.6984477,0.50585186
iB_03916,1,-8.012132,1.5070567
iB_00297,1,-7.4612446,-0.05656072
iB_09353,1,-6.5749664,3.1349845
iB_06652,1,-8.039194,2.442579
iB_05814,1,-7.176301,-0.42699715
iB_09325,1,-4.6585217,3.5186133
iB_12809,1,0.36285183,-6.8010426
iB_13585,1,-3.5259953,-3.9753344
iB_04186,1,-5.810455,2.8227828
iB_13358,1,-3.4960077,-0.3966181
iB_01862,1,-5.8670034,-4.1404943
iB_15902,1,-3.733905,4.361285
iB_10732,1,-6.5209694,1.3181845
iB_07161,1,-7.215854,1.7911148
iB_02731,1,-7.171905,0.901508
iB_08524,1,-6.921306,-0.857099
iB_12641,1,-5.207367,0.48861837
iB_12133,1,-7.1404185,-0.5237992
iB_15639,1,-3.4610367,7.1731505
iB_13316,1,-4.77359,-3.7188249
iB_12267,1,-6.322225,-1.1209114
iB_12063,1,-6.9443693,0.59360075
iB_06910,1,-7.2952585,-0.66530246
iB_12090,1,-4.9384537,3.7933438
iB_16493,1,-5.90801,-0.88539594
iB_12323,1,-3.828304,-3.055821
iB_00793,1,-8.249612,-1.0058484
iB_00642,1,-6.8062143,2.2341485
iB_06554,1,-3.3364248,-2.853117
iB_12991,1,-3.559182,0.696336
iB_04171,1,-7.6294284,3.2703953
iB_17099,1,-4.8096786,4.9833145
iB_09483,1,-6.9979167,-0.33668542
iB_14148,1,-7.5507965,2.9388828
iB_04958,1,-5.308547,-4.931591
iB_12174,1,-5.8652406,1.7175937
iB_10647,1,-7.581156,1.9409217
iB_17078,1,-7.295319,-1.3130304
iB_14868,1,-1.6810913,-0.09798094
iB_03207,1,-6.932222,3.6451635
iB_17507,1,-1.6056631,-1.3265636
iB_15142,1,0.09735968,-5.520518
iB_10544,1,-5.1997137,2.0584052
iB_15755,1,-7.702833,-3.0164938
iB_03408,1,-7.832552,-1.3568823
iB_08820,1,-5.4538245,0.943205
iB_06244,1,-7.738194,0.5728534
iB_01677,1,-7.3425727,1.2654158
iB_01640,1,-6.6282916,2.3137288
iB_01216,1,-8.236958,0.5642103
iB_12603,1,-4.516141,-0.28806287
iB_04111,1,-6.2545667,3.7213933
iB_13033,1,-7.2499747,-0.28444752
iB_09823,1,-6.585137,3.5767198
iB_06803,1,0.19604993,-3.567768
iB_13363,1,-6.9273314,-0.02553522
iB_05922,1,-7.25145,4.041957
iB_03765,1,-5.190013,-0.48051634
iB_10836,1,-7.473378,-2.7709727
iB_10196,1,-5.495356,3.5187676
iB_17226,1,-4.492869,2.170059
iB_15571,1,-4.9424644,3.443491
iB_14327,1,-5.668854,-2.7167776
iB_02200,1,-8.241191,0.11624049
iB_06842,1,-7.6480613,1.6423588
iB_05713,1,-5.908774,0.9201636
iB_05824,1,-7.1183453,0.22744516
iB_14342,1,-5.246528,5.556466
iB_13682,1,-6.2833357,-2.1725705
iB_04364,1,-7.425405,-0.15912062
mRNA_006353,0,5.596039,-4.336716
mRNA_000530,0,11.229064,0.99794024
mRNA_011095,0,1.6878461,-3.255435
mRNA_000852,0,14.243866,4.391216
mRNA_006568,0,10.461882,1.9085602
mRNA_004424,0,-3.4214005,-5.943779
mRNA_012630,0,11.25681,10.130353
mRNA_000234,0,12.918508,9.223517
mRNA_008985,0,-3.2628503,1.4083152
mRNA_012126,0,10.117425,1.1895597
mRNA_005397,0,13.775132,-0.38973385
mRNA_012507,0,6.0931544,-5.045618
mRNA_000831,0,14.502413,4.4824743
mRNA_011241,0,-4.898869,-1.8461735
mRNA_002812,0,0.7320857,4.837605
mRNA_002895,0,2.2224636,-1.6031418
mRNA_004102,0,2.831352,-6.1925697
mRNA_008925,0,-0.8319998,5.2975307
mRNA_013000,0,7.1937547,-6.621593
mRNA_011277,0,10.491143,-4.486627
mRNA_002676,0,2.8883085,5.668085
mRNA_014268,0,6.916695,0.8041426
mRNA_002096,0,7.7543225,1.6562983
mRNA_011977,0,-2.914894,-4.5753202
mRNA_012211,0,2.648728,5.9074097
mRNA_001857,0,10.140502,-4.241018
mRNA_010564,0,5.9138017,0.6458019
mRNA_000295,0,-7.8383985,-2.174301
mRNA_003167,0,10.629093,4.8189483
mRNA_011623,0,-2.411492,-7.341256
mRNA_000505,0,11.555157,-4.2816253
mRNA_009441,0,2.895161,-2.1153765
mRNA_013029,0,12.464507,-3.0716846
mRNA_001927,0,7.798917,2.8588822
mRNA_005247,0,13.153436,-1.4694587
mRNA_012227,0,4.634753,9.615939
mRNA_013001,0,10.965895,-4.2388825
mRNA_003162,0,4.207812,-1.4404844
mRNA_009444,0,5.873072,1.9818931
mRNA_001657,0,8.567198,1.6758796
mRNA_008124,0,-3.8474898,6.3024573
mRNA_004515,0,6.4510818,9.561404
mRNA_004523,0,3.234705,-4.360833
mRNA_001513,0,13.795475,3.4733982
mRNA_012601,0,9.5398655,-2.2581635
mRNA_008499,0,7.712256,0.14315826
mRNA_006312,0,2.1926832,1.3705535
mRNA_006727,0,2.2944553,-1.4955515
mRNA_010336,0,9.106774,-1.4144285
mRNA_014067,0,2.7950552,-0.7662071
mRNA_006479,0,0.9654133,-1.3491925
mRNA_004669,0,4.9556603,7.972907
mRNA_014821,0,12.871227,2.0245194
mRNA_006615,0,12.318741,9.794991
mRNA_000566,0,-3.679617,-4.3756423
mRNA_007134,0,14.729722,0.037397955
mRNA_004876,0,9.47507,-5.794866
mRNA_014143,0,14.192952,1.9816302
mRNA_004813,0,10.967751,-0.23800984
mRNA_007590,0,8.42865,-5.338459
mRNA_011157,0,12.555914,3.5809686
mRNA_014319,0,2.3978076,-4.999793
mRNA_012555,0,12.996704,3.5267997
mRNA_003635,0,2.8033295,6.3553185
mRNA_003128,0,-2.1445065,5.616165
mRNA_011106,0,-5.49273,-5.9680815
mRNA_001604,0,13.551392,3.7991576
mRNA_008571,0,9.96521,2.2858167
mRNA_009436,0,9.967081,-4.670027
mRNA_011026,0,9.880801,9.216696
mRNA_008093,0,2.7780027,-2.2942472
mRNA_014253,0,9.13658,-5.4117737
mRNA_001787,0,7.595438,-7.819214
mRNA_014380,0,14.157632,4.3316245
mRNA_010894,0,2.0259306,5.3884687
mRNA_013366,0,4.4614186,2.1975367
mRNA_005820,0,3.475783,-5.66997
mRNA_000363,0,12.400057,-3.206728
mRNA_012094,0,2.8756938,0.48145524
mRNA_002112,0,-4.182691,-1.1078738
mRNA_004120,0,3.1760983,-0.60180783
mRNA_010511,0,12.494332,-3.7278643
mRNA_004320,0,4.5892854,8.456358
mRNA_003489,0,-3.327688,1.1746749
mRNA_003283,0,10.683663,1.7001762
mRNA_013539,0,4.3704686,-1.9161475
mRNA_004692,0,2.3861768,-0.38456
mRNA_001348,0,-2.2824461,-4.4840236
mRNA_000661,0,9.226482,-5.007719
mRNA_005722,0,6.3797216,-3.8224072
mRNA_003173,0,1.1719741,-5.8196096
mRNA_006636,0,9.820396,-5.1113486
mRNA_009199,0,2.8995907,4.0647783
mRNA_002384,0,7.917057,7.988298
mRNA_009030,0,5.55669,2.2299225
mRNA_004935,0,13.609018,-1.004782
mRNA_013316,0,0.55467606,-1.9311415
mRNA_003772,0,-2.7478676,-4.5208964
mRNA_004492,0,2.7176616,-1.3933583
mRNA_007122,0,-1.634512,-5.4812927
mRNA_013588,0,2.077376,0.0057384986
mRNA_009861,0,1.1139632,-0.8936343
mRNA_000511,0,3.213684,-3.5216491
mRNA_010497,0,11.893086,-4.2549744
mRNA_009169,0,6.9580283,1.8931723
mRNA_010942,0,6.7233853,-8.107023
mRNA_008760,0,6.997395,-4.4287944
mRNA_008399,0,7.763984,1.9777218
mRNA_006010,0,13.303414,-3.0888646
mRNA_013727,0,-4.477077,3.5304956
mRNA_010859,0,10.820357,9.571795
mRNA_008648,0,10.196447,-5.084071
mRNA_005498,0,4.6020184,-1.6226616
mRNA_014460,0,11.54117,-4.8190765
mRNA_012373,0,11.036514,-2.7673748
mRNA_007902,0,8.457853,-6.4280686
mRNA_004238,0,3.8648388,-6.162143
mRNA_007060,0,8.568267,-4.9685273
mRNA_010210,0,7.9113193,0.94385874
mRNA_001539,0,4.960381,-0.8705739
mRNA_002782,0,10.798757,2.400611
mRNA_013313,0,-3.1027706,-6.200389
mRNA_004141,0,-1.5576308,5.961922
mRNA_013997,0,14.221893,-1.2520485
mRNA_003303,0,11.886826,-3.8467412
mRNA_006352,0,12.049519,8.822086
mRNA_002078,0,-1.2061323,-8.200852
mRNA_013862,0,-0.425897,-0.39423898
mRNA_003053,0,3.1784754,0.40641457
mRNA_000970,0,6.9037924,0.8591399
mRNA_014206,0,13.309246,8.717122
mRNA_007221,0,-3.5326586,4.985125
mRNA_010745,0,-5.6955805,-7.1637897
mRNA_000350,0,0.7122307,3.8934977
mRNA_014299,0,0.23671924,-2.3199081
mRNA_006359,0,2.488687,6.1780233
mRNA_013527,0,12.831813,9.116396
mRNA_001639,0,5.6505313,-4.944535
mRNA_006199,0,14.695144,-1.0512072
mRNA_006475,0,7.033589,-5.148894
mRNA_006070,0,6.4481416,8.775603
mRNA_005712,0,1.275375,-1.0586554
mRNA_011879,0,6.365735,3.214324
mRNA_005246,0,11.060145,-2.6817577
mRNA_008672,0,0.6840553,-1.1791941
mRNA_009521,0,-2.1987166,-3.6421528
mRNA_002085,0,9.396645,3.9230068
mRNA_006095,0,2.0987544,-2.5944388
mRNA_010326,0,1.6190805,-3.1667953
mRNA_011144,0,10.795054,-5.464494
mRNA_010084,0,3.125103,1.012661
mRNA_014315,0,10.201188,1.8455722
mRNA_011534,0,0.7407083,-3.1011271
mRNA_012452,0,-8.010615,1.1010958
mRNA_008726,0,5.4883423,4.1112614
mRNA_003731,0,10.776319,-3.0610268
mRNA_011047,0,13.414691,-3.152479
mRNA_012877,0,-3.6060283,-4.126166
mRNA_002508,0,11.465095,9.839188
mRNA_003833,0,11.922861,-3.749773
mRNA_003789,0,5.9192014,-6.7369065
mRNA_012254,0,12.153101,-1.0330116
mRNA_010858,0,10.955237,-2.820974
mRNA_007270,0,-4.347634,-0.29621437
mRNA_013356,0,0.46361625,-2.5685806
mRNA_013419,0,10.542673,-5.069146
mRNA_014426,0,0.78531593,8.174968
mRNA_009881,0,10.289418,-3.9289644
mRNA_011677,0,-6.9748654,-4.39623
mRNA_013157,0,5.1950855,-4.410454
mRNA_010425,0,8.289457,-6.091937
mRNA_003286,0,12.371628,2.1755311
mRNA_006383,0,1.0701554,-2.9745736
mRNA_006953,0,3.85661,-5.696706
mRNA_006433,0,3.7563894,-0.5021252
mRNA_005103,0,-7.2373343,-4.477831
mRNA_013475,0,-4.2348795,-1.9634148
mRNA_006299,0,3.4947977,1.6975514
mRNA_000280,0,11.724682,-3.7447298
mRNA_013019,0,2.6169422,-6.2726197
mRNA_001218,0,7.9936557,5.2874393
mRNA_012279,0,3.183015,-1.8840183
mRNA_010524,0,1.1876991,-1.0615747
mRNA_012933,0,13.03639,9.232795
mRNA_004098,0,7.5180445,-2.4958344
mRNA_012652,0,6.999778,-5.6924844
mRNA_008183,0,-5.477478,0.3915598
mRNA_010705,0,0.18301183,-7.920357
mRNA_001471,0,3.613149,-4.406838
mRNA_001378,0,5.216215,-7.956122
mRNA_010915,0,-0.5936709,0.15953602
mRNA_011509,0,-2.2401953,5.25442
mRNA_005034,0,-3.180754,-0.13817361
mRNA_003393,0,0.51789165,7.396805
mRNA_014173,0,8.574521,-4.1205225
mRNA_003988,0,5.9386134,-8.571376
mRNA_011495,0,7.0533023,-0.335172
mRNA_010365,0,10.93362,9.36608
mRNA_011705,0,10.396343,-3.76998
mRNA_003007,0,5.630749,2.8393097
mRNA_003704,0,-4.4641075,-2.1200664
mRNA_013892,0,4.472468,-1.6518153
mRNA_001565,0,-6.434784,-3.07268
mRNA_010552,0,6.9469805,-2.11203
mRNA_002029,0,12.340268,1.9953223
mRNA_010869,0,5.912739,-8.4791765
mRNA_009837,0,3.7274895,-2.0525486
mRNA_008090,0,1.7207332,-1.0191686
mRNA_007146,0,2.10261,-4.8757076
mRNA_000993,0,-0.95681506,-0.5378916
mRNA_013687,0,6.154769,-6.310791
mRNA_006322,0,0.6495676,6.6003733
mRNA_011083,0,10.750617,-5.604642
mRNA_000197,0,6.4201274,8.300895
mRNA_005988,0,9.926555,8.6652
mRNA_004634,0,4.2867436,-1.5404932
mRNA_003394,0,-7.1376953,-1.5875887
mRNA_004548,0,8.973417,0.5222447
mRNA_001693,0,-0.33220914,-0.70904046
mRNA_011296,0,2.94226,-1.7880397
mRNA_009596,0,-2.283437,-4.9973407
mRNA_009096,0,12.546929,-3.1256676
mRNA_011602,0,5.612464,-3.2963254
mRNA_008199,0,10.543767,9.575105
mRNA_009019,0,-1.5496272,-1.0563285
mRNA_005614,0,10.089218,4.273903
mRNA_011912,0,5.8081822,-7.307445
mRNA_012229,0,11.799951,9.992324
mRNA_010468,0,3.1205165,3.4852812
mRNA_006110,0,5.1331053,3.4304445
mRNA_003282,0,2.8449478,-6.979636
mRNA_008041,0,12.791046,4.0874677
mRNA_011906,0,6.359845,-5.6565166
mRNA_002861,0,7.569701,-4.821175
mRNA_001965,0,14.176826,-1.7766232
mRNA_013858,0,3.1223836,0.059878595
mRNA_013813,0,5.4835296,8.230598
mRNA_004217,0,8.21528,1.3850183
mRNA_008827,0,5.6570363,-4.9270215
mRNA_007321,0,5.4476175,-2.422952
mRNA_001568,0,-4.169904,-1.7584844
mRNA_009719,0,3.7382455,4.5438323
mRNA_000950,0,7.212829,-6.006936
mRNA_013868,0,7.2430973,3.6340866
mRNA_007248,0,4.0685186,7.6803265
mRNA_002360,0,11.453794,9.467349
mRNA_005502,0,3.2665503,0.7474972
mRNA_008346,0,0.59921,-2.4061813
mRNA_014447,0,-2.7411282,-3.951308
mRNA_000090,0,11.727455,1.4141213
mRNA_002080,0,3.409642,6.526023
mRNA_007426,0,12.668351,-3.7545042
mRNA_011690,0,5.721865,2.2291615
mRNA_007072,0,-2.4925096,0.9115796
mRNA_006402,0,3.494913,-7.264414
mRNA_011775,0,9.356887,2.253348
mRNA_004256,0,0.46359307,2.3055742
mRNA_010168,0,7.5795655,8.357487
mRNA_000549,0,0.5832481,-3.0380516
mRNA_008602,0,7.4444737,-3.7881072
mRNA_013167,0,4.7263703,-2.5246997
mRNA_003673,0,10.646663,2.9702852
mRNA_006625,0,4.044547,1.2280601
mRNA_007524,0,6.212693,-4.777726
mRNA_000914,0,0.658229,-6.105158
mRNA_008750,0,7.5576777,-6.391104
mRNA_012735,0,9.873459,3.5054932
mRNA_012876,0,5.0454164,-6.7352858
mRNA_006047,0,6.2087603,1.9777457
mRNA_014458,0,1.1283242,2.7159677
mRNA_005182,0,12.044447,4.336535
mRNA_001140,0,3.1317632,3.300578
mRNA_000020,0,5.6282763,2.4766655
mRNA_008317,0,8.5752535,-3.8610344
mRNA_005672,0,12.231152,1.780528
mRNA_007106,0,-3.5200162,-5.0302925
mRNA_000971,0,10.868421,-4.1635923
mRNA_002973,0,-3.5000188,-6.4269753
mRNA_001468,0,11.407561,-2.6571424
mRNA_010357,0,8.416045,-0.04692393
mRNA_008863,0,3.0213106,5.79372
mRNA_011765,0,13.892278,7.7725124
mRNA_011546,0,6.8952923,-6.869921
mRNA_014712,0,14.475652,3.361326
mRNA_005198,0,10.916682,2.2947094
mRNA_009469,0,2.057293,-6.3727913
mRNA_011478,0,13.586626,3.230464
mRNA_010811,0,8.615483,-4.7406473
mRNA_007691,0,2.7962203,-5.448506
mRNA_005233,0,3.6366634,1.3717624
mRNA_003048,0,1.3485628,2.944821
mRNA_008414,0,7.024251,1.4133483
mRNA_006761,0,10.728371,-4.0032525
mRNA_013433,0,11.789555,-2.6579835
mRNA_001316,0,6.5174303,3.3878014
mRNA_010008,0,3.2651017,3.957728
mRNA_014779,0,12.373453,3.747159
mRNA_003585,0,14.023047,-1.026225
mRNA_002205,0,5.7255907,3.4018946
mRNA_006053,0,11.502702,4.350951
mRNA_001716,0,6.3718495,7.059536
mRNA_002030,0,12.838858,-0.9974338
mRNA_012423,0,1.731842,4.223438
mRNA_014181,0,11.057705,2.4413779
mRNA_013261,0,13.111331,-2.988047
mRNA_005675,0,7.767276,-4.6335254
mRNA_011378,0,13.236632,-3.1645994
mRNA_004763,0,3.2119558,6.20224
mRNA_007843,0,4.945338,-4.7722697
mRNA_009061,0,10.51958,9.1560135
mRNA_002316,0,0.9338104,-5.825805
mRNA_011185,0,10.713007,-4.00572
mRNA_012366,0,10.16443,-3.5650518
mRNA_006333,0,7.9507556,8.588229
mRNA_004373,0,5.3026247,-8.06535
mRNA_011561,0,9.310539,-5.8479075
mRNA_010115,0,1.989807,6.279435
mRNA_007619,0,1.5871553,6.5740466
mRNA_000408,0,5.680847,-1.0227109
mRNA_003847,0,3.8912296,9.195108
mRNA_004899,0,-1.137239,-6.346436
mRNA_002450,0,9.460005,5.0196114
mRNA_005670,0,11.279694,3.3929715
mRNA_012043,0,7.51094,-0.6210743
mRNA_003946,0,9.671526,-3.536414
mRNA_012755,0,5.439309,2.8687997
mRNA_004449,0,0.47925544,1.7194625
mRNA_001028,0,5.528597,4.102717
mRNA_012592,0,3.073723,8.259102
mRNA_014186,0,-2.5934193,-4.252685
mRNA_005318,0,9.970084,-5.321592
mRNA_012990,0,2.4766967,-6.936003
mRNA_013548,0,11.9266615,-4.2942114
mRNA_004335,0,4.3994102,2.4510334
mRNA_000947,0,-1.3330624,-4.020932
mRNA_014077,0,10.331891,-4.0861335
mRNA_014648,0,12.076231,-3.6243815
mRNA_001789,0,5.549833,2.9481714
mRNA_013832,0,13.566051,-2.1270206
mRNA_008353,0,14.137695,3.2825406
mRNA_002287,0,5.0441027,7.683523
mRNA_006898,0,12.029588,2.9658675
mRNA_003332,0,-5.006486,4.299952
mRNA_011248,0,9.65561,-5.176283
mRNA_002960,0,5.3741693,-6.7472444
mRNA_006805,0,5.973031,-1.9249772
mRNA_010093,0,7.1080704,-1.4294195
mRNA_008821,0,2.9496632,7.1895943
mRNA_006635,0,9.306775,4.4358215
mRNA_008347,0,-2.583921,5.7910137
mRNA_000651,0,13.037186,-2.1083167
mRNA_007421,0,9.61631,2.0362432
mRNA_010438,0,5.4662766,0.17832954
mRNA_001288,0,1.7582302,-3.65758
mRNA_006292,0,10.133444,-4.7759953
mRNA_006139,0,12.152902,9.086929
mRNA_003216,0,8.93537,-5.7427063
mRNA_002562,0,11.7904625,4.763283
mRNA_009992,0,2.300709,-3.737973
mRNA_013956,0,1.842606,-2.2419932
mRNA_011017,0,9.170305,-4.1807275
mRNA_010230,0,3.3410466,4.6574893
mRNA_001357,0,10.3867035,-4.6750607
mRNA_000504,0,-4.1362405,-0.88146585
mRNA_008825,0,11.726756,1.7225261
mRNA_013280,0,12.964695,-3.9107864
mRNA_011793,0,4.4653316,6.7507873
mRNA_007068,0,8.276223,-4.980819
mRNA_012402,0,4.164377,-2.3117201
mRNA_005426,0,-1.8585222,0.036265064
mRNA_011085,0,5.417404,5.7520714
mRNA_006592,0,13.636022,3.943411
mRNA_004819,0,2.7558467,-5.1573844
mRNA_011861,0,13.487503,6.1267934
mRNA_008805,0,0.73135895,1.4476341
mRNA_010183,0,-3.412732,-1.8969929
mRNA_013355,0,3.5848908,-2.398567
mRNA_012265,0,13.893704,-2.0620174
mRNA_001958,0,6.950245,-4.53916
mRNA_009339,0,7.1739163,-7.0852957
mRNA_001753,0,11.366836,-2.33759
mRNA_014436,0,4.746934,-5.7311473
mRNA_006424,0,9.983811,-5.274474
mRNA_003421,0,-1.8889441,6.9051285
mRNA_008781,0,12.457248,4.5858335
mRNA_006282,0,14.078871,4.1357794
mRNA_004770,0,12.781127,-2.7361953
mRNA_007454,0,0.12762451,5.421975
mRNA_002166,0,3.7754087,9.499092
mRNA_009557,0,7.5817685,-0.59429926
mRNA_014462,0,7.267732,-6.1855135
mRNA_000584,0,10.688204,-4.7955766
mRNA_010059,0,6.048841,-6.907438
mRNA_013186,0,7.571583,-2.6505377
mRNA_007616,0,-2.9238513,1.3280358
mRNA_001193,0,2.4968934,5.1448383
mRNA_005987,0,9.73877,2.826202
mRNA_013386,0,-0.98983544,6.7128816
mRNA_012154,0,13.482417,-1.7854875
mRNA_013243,0,13.592238,-2.2850852
mRNA_014301,0,2.7507586,-7.3618517
mRNA_007016,0,14.0846,3.6570222
mRNA_006388,0,11.758093,-3.623243
mRNA_000774,0,2.5448554,6.9095774
mRNA_002795,0,3.6824589,-9.165357
mRNA_006997,0,8.390773,-4.5840173
mRNA_009917,0,12.255286,-3.2810724
mRNA_003752,0,4.3506107,-7.5860353
mRNA_002213,0,2.7656348,0.9022994
mRNA_004272,0,11.141994,-4.1656213
mRNA_001595,0,3.9038432,0.8003571
mRNA_008773,0,6.3037705,1.5079405
mRNA_010987,0,0.27327394,-2.4479544
mRNA_011579,0,13.393429,8.62758
mRNA_007967,0,9.991105,10.388648
mRNA_012472,0,3.7795384,-0.52266407
mRNA_010724,0,2.5620158,-2.7029965
mRNA_010725,0,2.56739,3.0597386
mRNA_006801,0,5.369265,-4.427446
mRNA_013336,0,0.8243279,-7.367334
mRNA_002122,0,12.266774,3.6798794
mRNA_012758,0,9.64011,-6.0276284
mRNA_011341,0,2.1026683,0.9297906
mRNA_011778,0,10.875642,1.7878182
mRNA_001113,0,8.240638,-4.173649
mRNA_014629,0,9.4736395,-4.091304
mRNA_003602,0,7.7274966,-4.9320197
mRNA_013020,0,2.9023967,-4.893148
mRNA_006839,0,8.994181,9.529124
mRNA_006843,0,8.422783,-5.9562335
mRNA_014182,0,7.3688474,0.4867051
mRNA_013490,0,10.2975025,2.995417
mRNA_001721,0,7.2455583,-5.2885165
mRNA_011768,0,13.140648,3.7193277
mRNA_001359,0,13.501726,4.767968
mRNA_005553,0,0.46251577,1.0765785
mRNA_008101,0,10.9967575,-2.6108062
mRNA_011423,0,-4.400691,2.3515916
mRNA_003164,0,1.7712684,-4.297546
mRNA_012321,0,7.633801,-7.0384483
mRNA_003473,0,-2.0983562,-5.3336344
mRNA_000111,0,-1.0795275,-2.9284406
mRNA_008066,0,-2.9968412,-4.5432224
mRNA_009175,0,8.437672,1.7881284
mRNA_006720,0,7.5667562,2.2071402
mRNA_002381,0,1.0036994,3.5523214
mRNA_007328,0,10.614642,1.3472074
mRNA_002163,0,13.205982,-2.744611
mRNA_000709,0,5.3878317,-4.817068
mRNA_009455,0,9.9167595,0.5886598
mRNA_002909,0,8.710415,2.5672953
mRNA_003225,0,3.07452,-6.92476
mRNA_013492,0,1.2583307,-3.6050723
mRNA_008203,0,12.832974,3.8413749
mRNA_012451,0,6.289916,-6.6761436
mRNA_011346,0,12.881845,2.3536394
mRNA_006235,0,5.2856393,-5.989656
mRNA_001738,0,7.6515684,-0.10472841
mRNA_010370,0,4.42109,-5.3275814
mRNA_013452,0,-5.155301,-2.8666492
mRNA_014606,0,-1.5104901,-7.0091343
mRNA_003315,0,13.128554,3.0782871
mRNA_002944,0,7.015394,-4.48832
mRNA_008131,0,3.5821114,0.22947656
mRNA_009270,0,12.539025,-0.1894149
mRNA_010206,0,6.773612,3.709581
mRNA_009174,0,3.1921146,-4.4100795
mRNA_007577,0,1.9806306,-4.067794
mRNA_011279,0,-3.5482216,1.6000615
mRNA_010095,0,9.028995,-4.35176
mRNA_011089,0,1.532172,-8.8814125
mRNA_008235,0,-2.4374008,-7.088583
mRNA_008872,0,7.041625,3.747146
mRNA_004391,0,4.0175614,6.333942
mRNA_014302,0,6.741779,-1.2085681
mRNA_002260,0,12.643075,-3.263822
mRNA_007797,0,2.0768511,-3.2012892
mRNA_004571,0,14.264749,-2.067999
mRNA_001063,0,6.488155,-6.050971
mRNA_003983,0,0.3987879,8.768335
mRNA_011676,0,-2.9690692,-1.951177
mRNA_006545,0,10.475929,-4.530665
mRNA_006027,0,13.79606,3.5842843
mRNA_001427,0,8.7322445,-6.5891104
mRNA_013905,0,9.212012,10.087991
mRNA_007311,0,-0.82863927,7.202589
mRNA_001371,0,4.2414455,3.3833072
mRNA_002037,0,14.957962,-0.7834091
mRNA_005354,0,13.527349,2.97866
mRNA_007859,0,-1.7471908,-7.0253425
mRNA_004879,0,3.1879225,2.7587688
mRNA_000008,0,10.931689,-4.883066
mRNA_001824,0,10.504708,1.8759488
mRNA_008829,0,2.6621594,-6.416394
mRNA_001417,0,4.4247136,3.0583594
mRNA_011648,0,3.144844,5.440319
mRNA_005358,0,6.034734,3.1013415
mRNA_005328,0,4.662973,-6.3572598
mRNA_013042,0,3.9511406,0.7423155
mRNA_014103,0,11.521104,3.5842664
mRNA_008806,0,4.523932,-0.43905985
mRNA_000416,0,-1.1579627,1.0348806
mRNA_012825,0,2.150841,-5.9134626
mRNA_000257,0,10.031926,-4.839815
mRNA_003493,0,10.317015,0.1352232
mRNA_010994,0,-5.1741953,3.727634
mRNA_008624,0,7.066163,0.3434035
mRNA_001011,0,12.518416,2.061725
mRNA_014062,0,11.328893,-1.9623986
mRNA_013633,0,1.2694094,1.2766103
mRNA_014355,0,7.852691,-4.383929
mRNA_011774,0,5.273304,3.5333364
mRNA_004170,0,7.8829308,6.1386495
mRNA_001121,0,-3.5927372,-4.312691
mRNA_003055,0,8.375029,-4.2704306
mRNA_008510,0,13.865253,2.686071
mRNA_000404,0,10.264427,-2.441643
mRNA_011442,0,8.722705,2.5618436
mRNA_004845,0,0.9907738,7.030546
mRNA_002466,0,9.881973,2.3891547
mRNA_006103,0,3.904824,-4.2570605
mRNA_004117,0,1.7157905,-7.1197014
mRNA_007870,0,5.5609803,-5.953741
mRNA_012747,0,4.4459677,2.6282973
mRNA_001589,0,8.596919,-4.620477
mRNA_000630,0,11.189926,6.0941486
mRNA_010973,0,13.338841,-0.942459
mRNA_007273,0,12.176665,-1.945928
mRNA_012645,0,4.2262387,-1.9037653
mRNA_004752,0,13.659946,3.900543
mRNA_004021,0,14.213727,-0.88618904
mRNA_001254,0,-6.1089025,0.26972765
mRNA_002070,0,1.9958675,5.6976533
mRNA_004073,0,3.9969165,-2.185836
mRNA_014367,0,11.436211,-4.4508815
mRNA_009476,0,4.8004704,-6.646017
mRNA_001202,0,6.7940855,2.770752
mRNA_002372,0,7.0587096,7.6640344
mRNA_003500,0,2.585144,-0.2935109
mRNA_011438,0,14.69051,-1.1155195
mRNA_010995,0,11.9531555,-3.2624369
mRNA_000719,0,1.0776738,-3.6558127
mRNA_004494,0,-4.322499,-5.660414
mRNA_007159,0,6.4759555,-5.889865
mRNA_013270,0,5.136339,2.7399433
mRNA_011137,0,14.291812,3.3551338
mRNA_014503,0,13.820358,-1.7432038
mRNA_008997,0,10.257833,-3.0342207
mRNA_014314,0,-1.5536333,-0.92170954
mRNA_002018,0,4.4171176,5.323722
mRNA_012531,0,8.705482,-0.8219599
mRNA_000582,0,12.208546,2.8077562
mRNA_009855,0,6.5776625,7.498979
mRNA_013760,0,7.426505,-3.7671745
mRNA_014494,0,-0.88269025,-3.7777648
mRNA_005535,0,-5.7385535,5.1962485
mRNA_008176,0,13.304034,4.175004
mRNA_007679,0,4.4047613,-7.9965177
mRNA_007119,0,5.012327,6.37004
mRNA_006149,0,-0.6545874,5.1290054
mRNA_005676,0,13.984153,-0.3406182
mRNA_009272,0,1.5057874,-4.73204
mRNA_006855,0,2.7210045,-0.11754783
mRNA_011886,0,2.1562192,2.1216295
mRNA_002025,0,4.2230735,4.266474
mRNA_012732,0,-2.587809,-5.7558837
